OrderDate,Quantity
3/16/2014,1
3/16/2014,1
3/16/2014,1
3/16/2014,1
4/6/2014,1
4/12/2014,1
4/12/2014,1
4/12/2014,1
4/21/2014,1
5/30/2014,1
5/30/2014,1
5/30/2014,1
6/23/2014,1
6/23/2014,1
6/28/2014,1
7/21/2014,1
7/21/2014,1
7/21/2014,1
7/21/2014,1
8/4/2014,1
8/4/2014,1
8/4/2014,1
8/4/2014,2
8/11/2014,1
8/11/2014,1
9/1/2014,1
9/1/2014,1
9/1/2014,1
9/3/2014,1
9/13/2014,1
9/13/2014,1
9/13/2014,1
9/30/2014,1
10/12/2014,1
10/13/2014,1
10/13/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
10/14/2014,1
11/9/2014,1
11/9/2014,1
11/9/2014,1
11/25/2014,1
11/28/2014,1
11/28/2014,1
11/28/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
11/29/2014,1
12/5/2014,1
12/5/2014,1
12/5/2014,1
12/8/2014,1
12/8/2014,1
12/9/2014,1
12/9/2014,2
12/9/2014,1
12/20/2014,1
12/26/2014,2
2/14/2015,1
2/14/2015,1
2/14/2015,1
2/14/2015,1
2/26/2015,1
2/26/2015,1
2/26/2015,1
2/26/2015,1
2/26/2015,1
2/26/2015,1
3/10/2015,1
3/11/2015,1
3/11/2015,1
3/11/2015,1
4/5/2015,2
4/9/2015,1
4/9/2015,1
4/9/2015,2
4/16/2015,1
4/19/2015,1
6/2/2015,1
6/16/2015,1
6/16/2015,1
6/16/2015,1
6/16/2015,1
6/18/2015,1
7/21/2015,1
7/21/2015,1
7/21/2015,1
7/21/2015,1
8/9/2015,1
8/17/2015,1
8/17/2015,1
8/17/2015,1
9/19/2015,1
9/19/2015,1
